"extension","force_f","retraction","force_r"
4382.079367,-8697.335281,4383.480563,-8754.141807
4382.196085,-8699.364085,4383.593456,-8743.997784
4382.312787,-8697.335281,4383.706337,-8743.997784
4382.429474,-8699.364085,4383.819207,-8746.026589
4382.546144,-8697.335281,4383.932065,-8748.055393
4382.662799,-8693.277672,4384.044912,-8746.026589
4382.779439,-8689.220063,4384.157747,-8746.026589
4382.896062,-8687.191258,4384.27057,-8748.055393
4383.01267,-8683.133649,4384.383381,-8746.026589
4383.129262,-8679.076041,4384.496181,-8743.997784
4383.245839,-8677.047236,4384.608969,-8746.026589
4383.362399,-8679.076041,4384.721745,-8739.940175
4383.478944,-8677.047236,4384.83451,-8743.997784
4383.595474,-8677.047236,4384.947263,-8741.96898
4383.711987,-8672.989627,4385.060004,-8739.940175
4383.828486,-8677.047236,4385.172734,-8739.940175
4383.944968,-8675.018432,4385.285452,-8739.940175
4384.061435,-8672.989627,4385.398159,-8735.882566
4384.177886,-8672.989627,4385.510854,-8733.853762
4384.294322,-8672.989627,4385.623538,-8739.940175
4384.410742,-8670.960823,4385.73621,-8737.911371
4384.527146,-8672.989627,4385.84887,-8737.911371
4384.643535,-8670.960823,4385.961519,-8741.96898
4384.759909,-8675.018432,4386.074156,-8739.940175
4384.876267,-8668.932018,4386.186782,-8741.96898
4384.992609,-8668.932018,4386.299397,-8739.940175
4385.108936,-8672.989627,4386.412,-8739.940175
4385.225247,-8672.989627,4386.524591,-8741.96898
4385.341543,-8677.047236,4386.637171,-8739.940175
4385.457823,-8681.104845,4386.749739,-8735.882566
4385.574088,-8681.104845,4386.862296,-8733.853762
4385.690337,-8687.191258,4386.974842,-8729.796153
4385.806571,-8689.220063,4387.087376,-8727.767348
4385.92279,-8691.248867,4387.199899,-8721.680935
4386.038993,-8689.220063,4387.31241,-8721.680935
4386.155181,-8691.248867,4387.42491,-8721.680935
4386.271353,-8689.220063,4387.537398,-8719.65213
4386.38751,-8687.191258,4387.649875,-8727.767348
4386.503651,-8683.133649,4387.762341,-8727.767348
4386.619778,-8687.191258,4387.874795,-8731.824957
4386.735889,-8681.104845,4387.987238,-8733.853762
4386.851984,-8681.104845,4388.09967,-8737.911371
4386.968064,-8681.104845,4388.21209,-8743.997784
4387.084129,-8679.076041,4388.324499,-8741.96898
4387.200179,-8677.047236,4388.436897,-8746.026589
4387.316213,-8677.047236,4388.549283,-8746.026589
4387.432232,-8677.047236,4388.661658,-8741.96898
4387.548235,-8677.047236,4388.774022,-8746.026589
4387.664224,-8672.989627,4388.886374,-8739.940175
4387.780197,-8675.018432,4388.998715,-8731.824957
4387.896155,-8675.018432,4389.111045,-8731.824957
4388.012098,-8672.989627,4389.223364,-8721.680935
4388.128025,-8675.018432,4389.335672,-8721.680935
4388.243937,-8672.989627,4389.447968,-8715.594521
4388.359835,-8672.989627,4389.560253,-8713.565717
4388.475716,-8675.018432,4389.672527,-8715.594521
4388.591583,-8668.932018,4389.784789,-8719.65213
4388.707435,-8672.989627,4389.897041,-8717.623326
4388.823271,-8666.903214,4390.009281,-8717.623326
4388.939093,-8664.874409,4390.12151,-8727.767348
4389.054899,-8668.932018,4390.233728,-8733.853762
4389.17069,-8668.932018,4390.345935,-8735.882566
4389.286466,-8675.018432,4390.458131,-8739.940175
4389.402227,-8672.989627,4390.570315,-8746.026589
4389.517973,-8679.076041,4390.682489,-8748.055393
4389.633703,-8677.047236,4390.794651,-8748.055393
4389.749419,-8677.047236,4390.906802,-8750.084198
4389.86512,-8683.133649,4391.018943,-8748.055393
4389.980805,-8681.104845,4391.131072,-8746.026589
4390.096476,-8687.191258,4391.24319,-8739.940175
4390.212132,-8681.104845,4391.355297,-8737.911371
4390.327772,-8681.104845,4391.467393,-8735.882566
4390.443398,-8681.104845,4391.579478,-8733.853762
4390.559008,-8679.076041,4391.691551,-8727.767348
4390.674604,-8677.047236,4391.803614,-8727.767348
4390.790185,-8675.018432,4391.915666,-8727.767348
4390.905751,-8677.047236,4392.027707,-8723.709739
4391.021302,-8677.047236,4392.139737,-8725.738544
4391.136838,-8679.076041,4392.251756,-8727.767348
4391.252359,-8677.047236,4392.363764,-8725.738544
4391.367865,-8681.104845,4392.475761,-8731.824957
4391.483356,-8683.133649,4392.587747,-8729.796153
4391.598833,-8689.220063,4392.699722,-8733.853762
4391.714294,-8691.248867,4392.811686,-8735.882566
4391.829741,-8693.277672,4392.923639,-8729.796153
4391.945173,-8693.277672,4393.035582,-8735.882566
4392.06059,-8695.306476,4393.147513,-8733.853762
